hflu;spn;mcat
>lcl|NZ_QWLX01000005.1_cds_WP_050845337.1_1598 [locus_tag=FA898_RS08350] [protein=ATP-binding protein] [protein_id=WP_050845337.1] [location=complement(32262..33560)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001274078.1_1598 [gene=secA] [locus_tag=SPNHU17_RS08070] [protein=preprotein translocase subunit SecA] [protein_id=WP_001274078.1] [location=complement(1610460..1612973)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570023.1_1598 [gene=mnmE] [locus_tag=MC195_RS08260] [db_xref=GeneID:66586501] [protein=tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE] [protein_id=WP_081570023.1] [location=1742365..1743765] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429534.1_1599 [gene=rep] [locus_tag=FA898_RS08355] [protein=DNA helicase Rep] [protein_id=WP_136429534.1] [location=complement(33794..35809)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000400606.1_1599 [locus_tag=SPNHU17_RS08075] [protein=hypothetical protein] [protein_id=WP_000400606.1] [location=complement(1613119..1613406)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003664117.1_1599 [gene=nrdR] [locus_tag=MC195_RS08265] [db_xref=GeneID:66586502] [protein=transcriptional regulator NrdR] [protein_id=WP_003664117.1] [location=1743870..1744340] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005644190.1_1600 [locus_tag=FA898_RS08360] [protein=YceK/YidQ family lipoprotein] [protein_id=WP_005644190.1] [location=complement(35815..36027)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001235282.1_1600 [locus_tag=SPNHU17_RS08080] [protein=ATP-binding cassette domain-containing protein] [protein_id=WP_001235282.1] [location=complement(1613417..1614067)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570024.1_1600 [gene=ribD] [locus_tag=MC195_RS08270] [db_xref=GeneID:66586503] [protein=bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD] [protein_id=WP_081570024.1] [location=1744337..1745389] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005665172.1_1601 [gene=coaD] [locus_tag=FA898_RS08365] [protein=pantetheine-phosphate adenylyltransferase] [protein_id=WP_005665172.1] [location=complement(36024..36494)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000475768.1_1601 [locus_tag=SPNHU17_RS08085] [protein=hypothetical protein] [protein_id=WP_000475768.1] [location=complement(1614071..1614712)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003666743.1_1601 [locus_tag=MC195_RS08275] [db_xref=GeneID:66586504] [protein=riboflavin synthase] [protein_id=WP_003666743.1] [location=1745672..1746340] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429533.1_1602 [gene=waaA] [locus_tag=FA898_RS08370] [protein=lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase] [protein_id=WP_136429533.1] [location=complement(36491..37774)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000701263.1_1602 [locus_tag=SPNHU17_RS08090] [protein=hypothetical protein] [protein_id=WP_000701263.1] [location=complement(1614705..1615496)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_063453862.1_1602 [gene=fmt] [locus_tag=MC195_RS08280] [db_xref=GeneID:66586505] [protein=methionyl-tRNA formyltransferase] [protein_id=WP_063453862.1] [location=1746471..1747496] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429532.1_1603 [locus_tag=FA898_RS08375] [protein=glycosyltransferase family 2 protein] [protein_id=WP_136429532.1] [location=37837..38601] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1603 [locus_tag=SPNHU17_RS08095] [protein=hypothetical protein] [pseudo=true] [location=complement(1615518..1615909)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570025.1_1603 [gene=rsmB] [locus_tag=MC195_RS08285] [db_xref=GeneID:66586506] [protein=16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB] [protein_id=WP_081570025.1] [location=1747486..1748832] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_042601044.1_1604 [locus_tag=FA898_RS08380] [protein=DNA-3-methyladenine glycosylase I] [protein_id=WP_042601044.1] [location=complement(38598..39161)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1604 [locus_tag=SPNHU17_RS08100] [protein=helix-turn-helix transcriptional regulator] [pseudo=true] [location=1616236..1617106] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570026.1_1604 [gene=thrC] [locus_tag=MC195_RS08290] [db_xref=GeneID:66586507] [protein=threonine synthase] [protein_id=WP_081570026.1] [location=1749150..1750565] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_1605 [locus_tag=FA898_RS08385] [protein=DUF3800 domain-containing protein] [pseudo=true] [partial=5'] [location=complement(39277..>39480)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000400507.1_1605 [locus_tag=SPNHU17_RS08105] [protein=hypothetical protein] [protein_id=WP_000400507.1] [location=complement(1617328..1617678)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003664100.1_1605 [gene=dprA] [locus_tag=MC195_RS08295] [db_xref=GeneID:66586508] [protein=DNA-processing protein DprA] [protein_id=WP_003664100.1] [location=1750569..1751813] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429531.1_1606 [gene=aroE] [locus_tag=FA898_RS08390] [protein=shikimate dehydrogenase] [protein_id=WP_136429531.1] [location=complement(39532..40338)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000400494.1_1606 [locus_tag=SPNHU17_RS08110] [protein=hypothetical protein] [protein_id=WP_000400494.1] [location=complement(1617818..1618153)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_065249223.1_1606 [locus_tag=MC195_RS08300] [db_xref=GeneID:66586509] [protein=Sua5/YciO/YrdC/YwlC family protein] [protein_id=WP_065249223.1] [location=1751800..1752414] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_048942742.1_1607 [locus_tag=FA898_RS08395] [protein=Sua5/YciO/YrdC/YwlC family protein] [protein_id=WP_048942742.1] [location=complement(40342..40893)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001207696.1_1607 [gene=der] [locus_tag=SPNHU17_RS08115] [protein=ribosome biogenesis GTPase Der] [protein_id=WP_001207696.1] [location=complement(1618244..1619554)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003662260.1_1607 [locus_tag=MC195_RS08305] [db_xref=GeneID:66586510] [protein=GlsB/YeaQ/YmgE family stress response membrane protein] [protein_id=WP_003662260.1] [location=complement(1752482..1752742)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_048942741.1_1608 [locus_tag=FA898_RS08400] [protein=topoisomerase DNA-binding C4 zinc finger domain-containing protein] [protein_id=WP_048942741.1] [location=complement(40909..41457)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000140814.1_1608 [locus_tag=SPNHU17_RS08120] [protein=NADPH-dependent oxidoreductase] [protein_id=WP_000140814.1] [location=complement(1619568..1620281)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003666749.1_1608 [locus_tag=MC195_RS08310] [db_xref=GeneID:66586511] [protein=bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II] [protein_id=WP_003666749.1] [location=complement(1752909..1754003)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429530.1_1609 [locus_tag=FA898_RS08405] [protein=ABC transporter ATP-binding protein] [protein_id=WP_136429530.1] [location=complement(41467..43383)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000446525.1_1609 [gene=dnaI] [locus_tag=SPNHU17_RS08125] [protein=primosomal protein DnaI] [protein_id=WP_000446525.1] [location=complement(1620278..1621174)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570027.1_1609 [locus_tag=MC195_RS08315] [db_xref=GeneID:66586512] [protein=replication-associated recombination protein A] [protein_id=WP_081570027.1] [location=complement(1754118..1755356)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650837.1_1610 [locus_tag=FA898_RS08410] [protein=helix-turn-helix transcriptional regulator] [protein_id=WP_005650837.1] [location=complement(43567..43863)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000802382.1_1610 [locus_tag=SPNHU17_RS08130] [protein=DnaD domain protein] [protein_id=WP_000802382.1] [location=complement(1621175..1622344)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_198920397.1_1610 [locus_tag=MC195_RS08320] [db_xref=GeneID:66586513] [protein=type IV secretion protein Rhs] [protein_id=WP_198920397.1] [location=1755446..1755934] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005654546.1_1611 [locus_tag=FA898_RS08415] [protein=shikimate 5-dehydrogenase] [protein_id=WP_005654546.1] [location=complement(43856..44038)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001203672.1_1611 [gene=nrdR] [locus_tag=SPNHU17_RS08135] [protein=transcriptional repressor NrdR] [protein_id=WP_001203672.1] [location=complement(1622345..1622818)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003662267.1_1611 [locus_tag=MC195_RS08325] [db_xref=GeneID:66586514] [protein=methyltransferase] [protein_id=WP_003662267.1] [location=complement(1756027..1756635)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429711.1_1612 [locus_tag=FA898_RS08420] [protein=TonB-dependent hemoglobin/transferrin/lactoferrin family receptor] [protein_id=WP_136429711.1] [location=complement(44308..47298)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000119153.1_1612 [locus_tag=SPNHU17_RS08140] [protein=GntR family transcriptional regulator] [protein_id=WP_000119153.1] [location=1622958..1623323] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570028.1_1612 [locus_tag=MC195_RS08330] [db_xref=GeneID:66586515] [protein=DUF389 domain-containing protein] [protein_id=WP_081570028.1] [location=1756868..1758649] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429528.1_1613 [locus_tag=FA898_RS08425] [protein=ABC transporter ATP-binding protein/permease] [protein_id=WP_136429528.1] [location=47624..49369] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000054201.1_1613 [locus_tag=SPNHU17_RS08145] [protein=ABC transporter ATP-binding protein] [protein_id=WP_000054201.1] [location=1623328..1624023] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003662272.1_1613 [locus_tag=MC195_RS08335] [db_xref=GeneID:66586516] [protein=methylitaconate delta2-delta3-isomerase] [protein_id=WP_003662272.1] [location=complement(1758676..1759026)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429527.1_1614 [gene=cydC] [locus_tag=FA898_RS08430] [protein=thiol reductant ABC exporter subunit CydC] [protein_id=WP_136429527.1] [location=49362..51020] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000498759.1_1614 [locus_tag=SPNHU17_RS08150] [protein=membrane protein] [protein_id=WP_000498759.1] [location=1624040..1624807] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_064602417.1_1614 [gene=rocF] [locus_tag=MC195_RS08340] [db_xref=GeneID:66586517] [protein=arginase] [protein_id=WP_064602417.1] [location=1759598..1760530] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_020910208.1_1615 [locus_tag=FA898_RS08435] [protein=HipA domain-containing protein] [protein_id=WP_020910208.1] [location=complement(51104..52135)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001245350.1_1615 [locus_tag=SPNHU17_RS08155] [protein=ABC transporter permease] [protein_id=WP_001245350.1] [location=complement(1625160..1626359)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003664074.1_1615 [gene=rocD] [locus_tag=MC195_RS08345] [db_xref=GeneID:66586518] [protein=ornithine--oxo-acid transaminase] [protein_id=WP_003664074.1] [location=1760572..1761825] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_020910207.1_1616 [locus_tag=FA898_RS08440] [protein=HipA N-terminal domain-containing protein] [protein_id=WP_020910207.1] [location=complement(52132..52452)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000895292.1_1616 [locus_tag=SPNHU17_RS08160] [protein=ABC transporter ATP-binding protein] [protein_id=WP_000895292.1] [location=complement(1626356..1627249)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570067.1_1616 [locus_tag=MC195_RS08350] [db_xref=GeneID:66586519] [protein=hemerythrin domain-containing protein] [protein_id=WP_081570067.1] [location=complement(1761995..1762471)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005661200.1_1617 [locus_tag=FA898_RS08445] [protein=helix-turn-helix domain-containing protein] [protein_id=WP_005661200.1] [location=complement(52440..52748)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1617 [locus_tag=SPNHU17_RS08165] [protein=IS30 family transposase] [pseudo=true] [partial=5'] [location=<1627956..1628144] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_1617 [locus_tag=MC195_RS09605] [db_xref=GeneID:66586755] [protein=2-methylaconitate cis-trans isomerase PrpF family protein] [pseudo=true] [partial=3'] [location=complement(<1762499..1762714)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429526.1_1618 [gene=glpX] [locus_tag=FA898_RS08450] [protein=class II fructose-bisphosphatase] [protein_id=WP_136429526.1] [location=complement(52948..53949)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000076185.1_1618 [locus_tag=SPNHU17_RS08170] [protein=TVP38/TMEM64 family protein] [protein_id=WP_000076185.1] [location=1628559..1629176] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570029.1_1618 [locus_tag=MC195_RS08360] [db_xref=GeneID:66586520] [protein=cation diffusion facilitator family transporter] [protein_id=WP_081570029.1] [location=complement(1762741..1763541)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650820.1_1619 [gene=zapB] [locus_tag=FA898_RS08455] [protein=cell division protein ZapB] [protein_id=WP_005650820.1] [location=54111..54329] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000164302.1_1619 [locus_tag=SPNHU17_RS08175] [protein=ROK family protein] [protein_id=WP_000164302.1] [location=complement(1629496..1630383)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570030.1_1619 [locus_tag=MC195_RS08365] [db_xref=GeneID:66586521] [protein=NgoFVII family restriction endonuclease] [protein_id=WP_081570030.1] [location=complement(1763712..1764824)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005665669.1_1620 [gene=mioC] [locus_tag=FA898_RS08460] [protein=FMN-binding protein MioC] [protein_id=WP_005665669.1] [location=54427..54867] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001064553.1_1620 [locus_tag=SPNHU17_RS08180] [protein=PTS beta-glucoside transporter subunit IIBCA] [protein_id=WP_001064553.1] [location=complement(1630532..1632415)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570031.1_1620 [gene=dcm] [locus_tag=MC195_RS08370] [db_xref=GeneID:66586522] [protein=DNA (cytosine-5-)-methyltransferase] [protein_id=WP_081570031.1] [location=complement(1764817..1765773)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429525.1_1621 [gene=dtd] [locus_tag=FA898_RS08465] [protein=D-tyrosyl-tRNA(Tyr) deacylase] [protein_id=WP_136429525.1] [location=54864..55298] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001147732.1_1621 [locus_tag=SPNHU17_RS08185] [protein=hypothetical protein] [protein_id=WP_001147732.1] [location=complement(1632542..1632739)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_155733607.1_1621 [locus_tag=MC195_RS09610] [db_xref=GeneID:66586756] [protein=hypothetical protein] [protein_id=WP_155733607.1] [location=complement(1765863..1766012)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_021034584.1_1622 [locus_tag=FA898_RS09005] [protein=hypothetical protein] [protein_id=WP_021034584.1] [location=55564..55731] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000455304.1_1622 [locus_tag=SPNHU17_RS08190] [protein=glycoside hydrolase family 32 protein] [protein_id=WP_000455304.1] [location=1632792..1634246] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570032.1_1622 [locus_tag=MC195_RS08375] [db_xref=GeneID:66586523] [protein=anhydro-N-acetylmuramic acid kinase] [protein_id=WP_081570032.1] [location=complement(1766076..1767311)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_021034585.1_1623 [gene=ispF] [locus_tag=FA898_RS08470] [protein=2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase] [protein_id=WP_021034585.1] [location=complement(55801..56277)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000226001.1_1623 [locus_tag=SPNHU17_RS08195] [protein=LacI family DNA-binding transcriptional regulator] [protein_id=WP_000226001.1] [location=1634227..1635192] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003662295.1_1623 [gene=tyrS] [locus_tag=MC195_RS08380] [db_xref=GeneID:66586524] [protein=tyrosine--tRNA ligase] [protein_id=WP_003662295.1] [location=1767473..1768693] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_021034586.1_1624 [gene=ispD] [locus_tag=FA898_RS08475] [protein=2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase] [protein_id=WP_021034586.1] [location=complement(56274..56951)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000704396.1_1624 [locus_tag=SPNHU17_RS08200] [protein=hydroxymethylglutaryl-CoA reductase, degradative] [protein_id=WP_000704396.1] [location=complement(1635227..1636501)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658716.1_1624 [locus_tag=MC195_RS08385] [db_xref=GeneID:66586525] [protein=metal ABC transporter permease] [protein_id=WP_003658716.1] [location=complement(1769199..1769990)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005665661.1_1625 [gene=ftsB] [locus_tag=FA898_RS08480] [protein=cell division protein FtsB] [protein_id=WP_005665661.1] [location=complement(56951..57229)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000151960.1_1625 [locus_tag=SPNHU17_RS08205] [protein=hydroxymethylglutaryl-CoA synthase] [protein_id=WP_000151960.1] [location=complement(1636501..1637673)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658715.1_1625 [locus_tag=MC195_RS08390] [db_xref=GeneID:66586526] [protein=metal ABC transporter permease] [protein_id=WP_003658715.1] [location=complement(1770078..1770920)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005632242.1_1626 [gene=gpt] [locus_tag=FA898_RS08485] [protein=xanthine phosphoribosyltransferase] [protein_id=WP_005632242.1] [location=complement(57351..57818)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001818278.1_1626 [locus_tag=SPNHU17_RS08210] [protein=hypothetical protein] [protein_id=WP_001818278.1] [location=complement(1637804..1638052)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003664066.1_1626 [locus_tag=MC195_RS08395] [db_xref=GeneID:66586527] [protein=metal ABC transporter ATP-binding protein] [protein_id=WP_003664066.1] [location=complement(1770917..1771822)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429548.1_1627 [locus_tag=FA898_RS08490] [protein=aminoacyl-histidine dipeptidase] [protein_id=WP_136429548.1] [location=57929..59383] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000176924.1_1627 [locus_tag=SPNHU17_RS08215] [protein=threonine/serine exporter family protein] [protein_id=WP_000176924.1] [location=complement(1638755..1639204)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658713.1_1627 [locus_tag=MC195_RS08400] [db_xref=GeneID:66586528] [protein=metal ABC transporter substrate-binding protein] [protein_id=WP_003658713.1] [location=complement(1771822..1772748)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_136429549.1_1628 [gene=xerC] [locus_tag=FA898_RS08495] [protein=tyrosine recombinase XerC] [protein_id=WP_136429549.1] [location=complement(59436..60323)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000392879.1_1628 [locus_tag=SPNHU17_RS08220] [protein=threonine/serine exporter family protein] [protein_id=WP_000392879.1] [location=complement(1639206..1639964)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658712.1_1628 [locus_tag=MC195_RS09740] [db_xref=GeneID:66586781] [protein=hypothetical protein] [protein_id=WP_003658712.1] [location=1773281..1773436] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650806.1_1629 [locus_tag=FA898_RS08500] [protein=hypothetical protein] [protein_id=WP_005650806.1] [location=complement(60317..60757)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000614540.1_1629 [gene=pknB] [locus_tag=SPNHU17_RS08225] [protein=Stk1 family PASTA domain-containing Ser/Thr kinase] [protein_id=WP_000614540.1] [location=complement(1640079..1642058)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570033.1_1629 [locus_tag=MC195_RS08405] [db_xref=GeneID:66586529] [protein=hypothetical protein] [protein_id=WP_081570033.1] [location=1773433..1773690] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650804.1_1630 [gene=tpiA] [locus_tag=FA898_RS08505] [protein=triose-phosphate isomerase] [protein_id=WP_005650804.1] [location=60923..61714] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000406245.1_1630 [locus_tag=SPNHU17_RS08230] [protein=Stp1/IreP family PP2C-type Ser/Thr phosphatase] [protein_id=WP_000406245.1] [location=complement(1642055..1642795)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657174.1_1630 [locus_tag=MC195_RS08435] [db_xref=GeneID:66586535] [protein=hypothetical protein] [protein_id=WP_003657174.1] [location=1779928..1780995] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650802.1_1631 [gene=glpE] [locus_tag=FA898_RS08510] [protein=thiosulfate sulfurtransferase GlpE] [protein_id=WP_005650802.1] [location=complement(61798..62115)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001842119.1_1631 [gene=rsmB] [locus_tag=SPNHU17_RS08235] [protein=16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB] [protein_id=WP_001842119.1] [location=complement(1642810..1644123)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660394.1_1631 [locus_tag=MC195_RS08440] [db_xref=GeneID:66586536] [protein=hypothetical protein] [protein_id=WP_003660394.1] [location=1781124..1781426] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005655039.1_1632 [gene=rarD] [locus_tag=FA898_RS08515] [protein=EamA family transporter RarD] [protein_id=WP_005655039.1] [location=complement(62116..62994)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000163693.1_1632 [locus_tag=SPNHU17_RS08240] [protein=methionyl-tRNA formyltransferase] [protein_id=WP_000163693.1] [location=complement(1644116..1645051)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657178.1_1632 [locus_tag=MC195_RS08450] [db_xref=GeneID:66586537] [protein=hypothetical protein] [protein_id=WP_003657178.1] [location=1782066..1782674] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650797.1_1633 [gene=ilvY] [locus_tag=FA898_RS08520] [protein=HTH-type transcriptional activator IlvY] [protein_id=WP_005650797.1] [location=complement(63026..63904)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001162114.1_1633 [locus_tag=SPNHU17_RS08245] [protein=primosomal protein N'] [protein_id=WP_001162114.1] [location=complement(1645064..1647460)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003664013.1_1633 [gene=parE] [locus_tag=MC195_RS08455] [db_xref=GeneID:66586538] [protein=DNA topoisomerase IV subunit B] [protein_id=WP_003664013.1] [location=1782872..1784761] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005671921.1_1634 [gene=ilvC] [locus_tag=FA898_RS08530] [protein=ketol-acid reductoisomerase] [protein_id=WP_005671921.1] [location=64539..66017] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000979235.1_1634 [locus_tag=SPNHU17_RS08250] [protein=DNA-directed RNA polymerase subunit omega] [protein_id=WP_000979235.1] [location=complement(1647526..1647840)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660400.1_1634 [gene=hisH] [locus_tag=MC195_RS08460] [db_xref=GeneID:66586539] [protein=imidazole glycerol phosphate synthase subunit HisH] [protein_id=WP_003660400.1] [location=complement(1784842..1785468)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650788.1_1635 [gene=glpC] [locus_tag=FA898_RS08535] [protein=anaerobic glycerol-3-phosphate dehydrogenase subunit C] [protein_id=WP_005650788.1] [location=complement(66128..67408)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000775037.1_1635 [gene=gmk] [locus_tag=SPNHU17_RS08255] [protein=guanylate kinase] [protein_id=WP_000775037.1] [location=complement(1647865..1648491)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_162837176.1_1635 [gene=hisB] [locus_tag=MC195_RS08465] [db_xref=GeneID:66586540] [protein=imidazoleglycerol-phosphate dehydratase HisB] [protein_id=WP_162837176.1] [location=complement(1785478..1786071)] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650786.1_1636 [gene=glpB] [locus_tag=FA898_RS08540] [protein=glycerol-3-phosphate dehydrogenase subunit GlpB] [protein_id=WP_005650786.1] [location=complement(67421..68719)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000404940.1_1636 [locus_tag=SPNHU17_RS08260] [protein=ribonuclease Y] [protein_id=WP_000404940.1] [location=complement(1648621..1650234)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657187.1_1636 [gene=def] [locus_tag=MC195_RS08470] [db_xref=GeneID:66586541] [protein=peptide deformylase] [protein_id=WP_003657187.1] [location=1786292..1786846] [gbkey=CDS]
>lcl|NZ_QWLX01000005.1_cds_WP_005650784.1_1637 [gene=glpA] [locus_tag=FA898_RS08545] [protein=anaerobic glycerol-3-phosphate dehydrogenase subunit A] [protein_id=WP_005650784.1] [location=complement(68709..70400)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000924721.1_1637 [locus_tag=SPNHU17_RS08265] [protein=Txe/YoeB family addiction module toxin] [protein_id=WP_000924721.1] [location=complement(1650425..1650679)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660401.1_1637 [gene=recN] [locus_tag=MC195_RS08475] [db_xref=GeneID:66586542] [protein=DNA repair protein RecN] [protein_id=WP_003660401.1] [location=1786931..1788637] [gbkey=CDS]
